episode_id,predicted_task,instruction
episode141,stack_blocks_two,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Grab red block, set it in the center, then stack green block over it."
episode142,stack_bowls_three,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Stack the ceramic bowl with earthy brown trim by arranging them sequentially."
episode143,stack_bowls_two,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Lift the glazed bowl with curved sides, stack it precisely on top of the ceramic bowl."
episode144,open_laptop,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Pull the metal laptop with black keys upward lightly."
episode145,place_shoe,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Take the shoe with smooth top and grippy sole from the table and carefully drop it on the mat"
episode146,pick_dual_bottles,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Take the red-capped bottle with one arm, hold the medium green bottle too."
episode147,place_bread_skillet,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Lift the fluffy baked bread and drop it into the metal skillet."
episode148,pick_diverse_bottles,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Catch the hand-sized soda bottle first, then catch the smooth green plastic bottle."
episode149,move_stapler_pad,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Place the red stapler with black base on the Yellow mat using the left arm"
episode150,place_object_stand,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Grab the white dome bell with the right arm and place on the medium black displaystand."
episode151,press_stapler,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Lower the left arm onto the stapler the white body stapler with accents."
episode152,stack_bowls_three,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Lift each the ceramic bowl with earthy brown trim and stack it over the previous one."
episode153,place_bread_skillet,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Pick the light brown bread with ridges off the table and place it in the gray skillet for stovetop cooking."
episode154,place_cans_plasticbox,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Lift the small white can with branding into the deep blue box for storage, then the medium metal can to the deep blue box for storage without delay."
